threshold,precision,recall
1.291181,0.9384288747346072,0.32985074626865674
1.29087,0.9385593220338984,0.33059701492537313
1.290377,0.9386892177589852,0.33134328358208953
1.289655,0.9388185654008439,0.332089552238806
1.28868,0.9369747899159664,0.3328358208955224
1.289233,0.9389473684210526,0.3328358208955224
1.288035,0.9371069182389937,0.3335820895522388
1.287811,0.9372384937238494,0.33432835820895523
1.287699,0.9373695198329853,0.33507462686567163
1.287607,0.9375,0.3358208955223881
1.28735,0.9376299376299376,0.3365671641791045
1.287153,0.9377593360995851,0.3373134328358209
1.28678,0.937888198757764,0.33805970149253733
1.286384,0.9380165289256198,0.33880597014925373
1.28564,0.9381443298969072,0.33955223880597013
1.285532,0.9382716049382716,0.3402985074626866
1.283799,0.9364754098360656,0.341044776119403
1.284305,0.9383983572895277,0.341044776119403
1.282917,0.9346938775510204,0.3417910447761194
1.283523,0.9366053169734151,0.3417910447761194
1.281344,0.9329268292682927,0.34253731343283583
1.281631,0.9348268839103869,0.34253731343283583
1.281317,0.9330628803245437,0.34328358208955223
1.28042,0.9331983805668016,0.3440298507462687
1.279592,0.9314516129032258,0.3447761194029851
1.280071,0.9333333333333333,0.3447761194029851
1.278851,0.929718875502008,0.3455223880597015
1.278984,0.93158953722334,0.3455223880597015
1.277961,0.9298597194388778,0.34626865671641793
1.277906,0.93,0.34701492537313433
1.277438,0.9301397205588823,0.34776119402985073
1.277191,0.9302788844621513,0.3485074626865672
1.277002,0.9304174950298211,0.3492537313432836
1.276802,0.9305555555555556,0.35
1.276414,0.9306930693069307,0.35074626865671643
1.275782,0.9308300395256917,0.35149253731343283
1.275683,0.9309664694280079,0.3522388059701492
1.275164,0.9311023622047244,0.3529850746268657
1.272756,0.9275929549902152,0.3537313432835821
1.274106,0.9294117647058824,0.3537313432835821
1.274939,0.931237721021611,0.3537313432835821
1.272392,0.927734375,0.35447761194029853
1.272306,0.9278752436647173,0.35522388059701493
1.272229,0.9280155642023347,0.3559701492537313
1.272022,0.9281553398058252,0.3567164179104478
1.27198,0.9282945736434108,0.3574626865671642
1.271598,0.9284332688588007,0.3582089552238806
1.271184,0.9285714285714286,0.35895522388059703
1.270369,0.928709055876686,0.3597014925373134
1.270339,0.9288461538461539,0.3604477611940298
1.270291,0.9289827255278311,0.3611940298507463
1.270215,0.9291187739463601,0.3619402985074627
1.270067,0.9292543021032504,0.36268656716417913
1.269171,0.9293893129770993,0.36343283582089553
1.269089,0.9295238095238095,0.3641791044776119
1.268552,0.9296577946768061,0.3649253731343284
1.268032,0.9297912713472486,0.3656716417910448
1.266386,0.9281663516068053,0.3664179104477612
1.267863,0.9299242424242424,0.3664179104477612
1.266303,0.9283018867924528,0.36716417910447763
1.266232,0.928436911487759,0.367910447761194
1.266106,0.9285714285714286,0.3686567164179104
1.266022,0.9287054409005628,0.3694029850746269
1.265608,0.9288389513108615,0.3701492537313433
1.264155,0.9289719626168225,0.37089552238805973
1.262721,0.9291044776119403,0.3716417910447761
1.262337,0.9292364990689013,0.3723880597014925
1.262032,0.929368029739777,0.373134328358209
1.261689,0.9294990723562152,0.3738805970149254
1.26025,0.9261992619926199,0.3746268656716418
1.261122,0.9279112754158965,0.3746268656716418
1.261281,0.9296296296296296,0.3746268656716418
1.26008,0.9263351749539595,0.3753731343283582
1.25804,0.9247706422018349,0.3761194029850746
1.258977,0.9264705882352942,0.3761194029850746
1.256515,0.923217550274223,0.376865671641791
1.257221,0.924908424908425,0.376865671641791
1.25648,0.9233576642335767,0.3776119402985075
1.255872,0.9234972677595629,0.3783582089552239
1.255014,0.9219600725952813,0.37910447761194027
1.255154,0.9236363636363636,0.37910447761194027
1.254474,0.9221014492753623,0.3798507462686567
1.254239,0.9205776173285198,0.3805970149253731
1.254291,0.9222423146473779,0.3805970149253731
1.253261,0.9207207207207208,0.3813432835820896
1.252935,0.920863309352518,0.382089552238806
1.252099,0.9193548387096774,0.38283582089552237
1.252772,0.9210053859964094,0.38283582089552237
1.251799,0.9178571428571428,0.3835820895522388
1.251987,0.9194991055456172,0.3835820895522388
1.251615,0.9163701067615658,0.3843283582089552
1.251728,0.9180035650623886,0.3843283582089552
1.25095,0.91651865008881,0.3850746268656716
1.250472,0.9166666666666666,0.3858208955223881
1.249275,0.9168141592920354,0.38656716417910447
1.248725,0.9169611307420494,0.38731343283582087
1.248691,0.9171075837742504,0.3880597014925373
1.247693,0.9140350877192982,0.3888059701492537
1.248017,0.9156414762741653,0.3888059701492537
1.248653,0.9172535211267606,0.3888059701492537
1.247491,0.9141856392294221,0.3895522388059702
1.247031,0.912739965095986,0.3902985074626866
1.247475,0.9143356643356644,0.3902985074626866
1.246893,0.9128919860627178,0.39104477611940297
1.245741,0.9114583333333334,0.3917910447761194
1.246179,0.9130434782608695,0.3917910447761194
1.245548,0.9116117850953206,0.3925373134328358
1.245199,0.9117647058823529,0.3932835820895522
1.244956,0.9119170984455959,0.3940298507462687
1.243361,0.9089347079037801,0.39477611940298507
1.243613,0.9104991394148021,0.39477611940298507
1.243806,0.9120689655172414,0.39477611940298507
1.243028,0.9075342465753424,0.39552238805970147
1.243125,0.9090909090909091,0.39552238805970147
1.242489,0.9061433447098977,0.3962686567164179
1.242576,0.9076923076923077,0.3962686567164179
1.241947,0.9063032367972743,0.3970149253731343
1.241789,0.9064625850340136,0.3977611940298508
1.241321,0.9066213921901528,0.39850746268656717
