threshold,precision,recall
inf,1.0,0.0
1.903427,1.0,0.0017035775127768314
1.869003,1.0,0.0034071550255536627
1.846922,1.0,0.005110732538330494
1.832333,1.0,0.0068143100511073255
1.794394,1.0,0.008517887563884156
1.749475,1.0,0.010221465076660987
1.729638,1.0,0.01192504258943782
1.729257,1.0,0.013628620102214651
1.715821,1.0,0.015332197614991482
1.675831,1.0,0.017035775127768313
1.674645,1.0,0.018739352640545145
1.671302,1.0,0.020442930153321975
1.661583,1.0,0.022146507666098807
1.659545,1.0,0.02385008517887564
1.657904,1.0,0.02555366269165247
1.626861,1.0,0.027257240204429302
1.623849,1.0,0.028960817717206135
1.614758,1.0,0.030664395229982964
1.608071,1.0,0.03236797274275979
1.606576,1.0,0.034071550255536626
1.601694,1.0,0.03577512776831346
1.601193,1.0,0.03747870528109029
1.597347,1.0,0.039182282793867124
1.589163,1.0,0.04088586030664395
1.589017,1.0,0.04258943781942078
1.584986,1.0,0.044293015332197615
1.57662,1.0,0.04599659284497445
1.563626,1.0,0.04770017035775128
1.559738,1.0,0.049403747870528106
1.559484,1.0,0.05110732538330494
1.558972,1.0,0.05281090289608177
1.552766,0.9696969696969697,0.054514480408858604
1.555987,1.0,0.054514480408858604
1.550242,0.9705882352941176,0.056218057921635436
1.543241,0.9714285714285714,0.05792163543441227
1.540924,0.9722222222222222,0.059625212947189095
1.54014,0.972972972972973,0.06132879045996593
1.539818,0.9736842105263158,0.06303236797274275
1.533638,0.9743589743589743,0.06473594548551959
1.52488,0.9512195121951219,0.06643952299829642
1.529733,0.975,0.06643952299829642
1.518751,0.9523809523809523,0.06814310051107325
1.513206,0.9534883720930233,0.06984667802385008
1.504832,0.9545454545454546,0.07155025553662692
1.50221,0.9555555555555556,0.07325383304940375
1.501149,0.9565217391304348,0.07495741056218058
1.500413,0.9574468085106383,0.07666098807495741
1.496903,0.9583333333333334,0.07836456558773425
1.495655,0.9591836734693877,0.08006814310051108
1.492045,0.96,0.0817717206132879
1.491119,0.9607843137254902,0.08347529812606473
1.486188,0.9433962264150944,0.08517887563884156
1.490864,0.9615384615384616,0.08517887563884156
1.484878,0.9444444444444444,0.0868824531516184
1.481199,0.9454545454545454,0.08858603066439523
