threshold,tpr,fpr
1.143481,0.5315161839863713,0.02369302086015967
1.142548,0.5315161839863713,0.023950553695596188
1.142168,0.5332197614991482,0.023950553695596188
1.141902,0.534923339011925,0.023950553695596188
1.141267,0.534923339011925,0.024208086531032708
1.140863,0.5366269165247018,0.024208086531032708
1.140412,0.5366269165247018,0.024465619366469224
1.140034,0.5366269165247018,0.024723152201905744
1.138691,0.5366269165247018,0.02498068503734226
1.138436,0.5383304940374787,0.02498068503734226
1.138248,0.5400340715502555,0.02498068503734226
1.137694,0.5400340715502555,0.02523821787277878
1.137136,0.5417376490630323,0.02523821787277878
1.136417,0.5417376490630323,0.025495750708215296
1.136374,0.5434412265758092,0.025495750708215296
1.134955,0.5434412265758092,0.025753283543651816
1.132778,0.5434412265758092,0.026010816379088333
1.132048,0.545144804088586,0.026010816379088333
1.132031,0.5468483816013628,0.026010816379088333
1.131571,0.5468483816013628,0.026268349214524853
1.131259,0.5468483816013628,0.02652588204996137
1.130663,0.5485519591141397,0.02652588204996137
1.130498,0.5502555366269165,0.02652588204996137
1.129083,0.5519591141396933,0.02652588204996137
1.128974,0.5519591141396933,0.02678341488539789
1.127921,0.5519591141396933,0.027040947720834405
1.127415,0.5536626916524702,0.027040947720834405
1.12718,0.555366269165247,0.027040947720834405
1.126615,0.5570698466780238,0.027040947720834405
1.126158,0.5570698466780238,0.027298480556270925
1.125659,0.5570698466780238,0.02755601339170744
1.125313,0.5570698466780238,0.02781354622714396
1.123347,0.5570698466780238,0.028071079062580478
1.122081,0.5587734241908007,0.028071079062580478
1.12151,0.5587734241908007,0.028328611898016998
1.121211,0.5587734241908007,0.028586144733453514
1.120934,0.5604770017035775,0.028586144733453514
1.120665,0.5604770017035775,0.028843677568890034
1.120467,0.5604770017035775,0.02910121040432655
1.11929,0.5604770017035775,0.02935874323976307
1.11832,0.5621805792163543,0.02935874323976307
1.117147,0.5638841567291312,0.02935874323976307
1.117131,0.5638841567291312,0.029616276075199587
1.116929,0.5638841567291312,0.029873808910636106
1.116886,0.5638841567291312,0.030131341746072623
1.116467,0.5638841567291312,0.030388874581509143
1.115843,0.5638841567291312,0.03064640741694566
1.11572,0.5638841567291312,0.03090394025238218
1.115702,0.5638841567291312,0.031161473087818695
1.115384,0.5638841567291312,0.031419005923255215
1.115277,0.565587734241908,0.031419005923255215
1.115018,0.5672913117546848,0.031419005923255215
1.11402,0.5689948892674617,0.031419005923255215
1.113366,0.5689948892674617,0.03167653875869173
1.113278,0.5706984667802385,0.03167653875869173
1.112665,0.5706984667802385,0.03193407159412825
1.112547,0.5706984667802385,0.03219160442956477
1.11254,0.5706984667802385,0.03244913726500129
1.110258,0.5706984667802385,0.032706670100437804
1.110131,0.5724020442930153,0.032706670100437804
1.109782,0.5724020442930153,0.03296420293587433
1.109764,0.5741056218057922,0.03296420293587433
1.109643,0.5741056218057922,0.033221735771310844
1.109518,0.575809199318569,0.033221735771310844
1.109471,0.575809199318569,0.03347926860674736
1.109163,0.575809199318569,0.03373680144218388
1.108414,0.575809199318569,0.0339943342776204
1.108181,0.575809199318569,0.034251867113056916
1.107211,0.5775127768313458,0.034251867113056916
1.10641,0.5775127768313458,0.03450939994849343
1.106271,0.5775127768313458,0.03476693278392995
1.104956,0.5775127768313458,0.03502446561936647
1.104662,0.5775127768313458,0.03528199845480299
1.104131,0.5775127768313458,0.035539531290239505
1.103247,0.5775127768313458,0.03579706412567602
1.102712,0.5792163543441227,0.03579706412567602
1.102696,0.5792163543441227,0.036054596961112545
1.102301,0.5809199318568995,0.036054596961112545
1.101287,0.5809199318568995,0.03631212979654906
1.100868,0.5809199318568995,0.03656966263198558
1.100654,0.5826235093696763,0.03656966263198558
1.100081,0.5843270868824532,0.03656966263198558
1.099831,0.5843270868824532,0.036827195467422094
1.099338,0.58603066439523,0.036827195467422094
1.099049,0.58603066439523,0.03708472830285862
1.099015,0.5877342419080068,0.03708472830285862
1.098715,0.5877342419080068,0.037342261138295134
1.098683,0.5894378194207837,0.037342261138295134
1.09537,0.5911413969335605,0.037342261138295134
1.095015,0.5928449744463373,0.037342261138295134
1.094869,0.5945485519591142,0.037342261138295134
1.094572,0.596252129471891,0.037342261138295134
1.094407,0.596252129471891,0.03759979397373165
1.093317,0.596252129471891,0.03785732680916817
1.093022,0.596252129471891,0.03811485964460469
1.092377,0.5979557069846678,0.03811485964460469
